source_id,ra,dec
4331223279609284352,248.97483204242684,-11.650063669525201
4331223696222843904,248.86370224322988,-11.670458220010486
4331210880040427904,248.92618545879674,-11.711747590935776
4331222764213171968,248.9384218307649,-11.682184569845536
4331204759710200832,248.90199706151995,-11.758025323267164
4331216686836219520,248.88466189356345,-11.721435634626339
4331209741872266880,248.95735293011393,-11.755520207835337
4331209707512528384,248.9867105123607,-11.755700918723951
4331211322420280320,248.9722244652675,-11.700253423659207
4331216789915433856,248.8837086018959,-11.710822885999857
4331211395435520000,248.9650477572808,-11.680396189336484
4331223833660814464,248.88675934852435,-11.653831553370027
4331223691925927040,248.86776307152806,-11.67526549640318
4331223348328771200,248.9615781949522,-11.639545661382376
4331216721195956096,248.89154501576073,-11.71638340212235
4331211047542366592,248.98867831156156,-11.707505876390101
4331216235863669632,248.84156698334857,-11.748247066251746
4331211116261844608,248.97986483419314,-11.706037792121299
4331210910103414016,248.9468027448746,-11.706673741602625
4331222695493690112,248.90156900589207,-11.688494559635043
4331222936011858944,248.87531719354595,-11.688974447102733
4331216991777109888,248.88162026220328,-11.700932128321279
4331216240157873536,248.84116308723742,-11.740122228077714
4331222798572906112,248.91791180937153,-11.68680649561471
4331216751258777088,248.87017170634388,-11.725377175795689
4331224795733293696,248.99760966990132,-11.63339212908731
4331223451407990528,248.9418212632891,-11.63682325234375
4331217026136846720,248.8516228561306,-11.70311596597993
4331216613819823744,248.85875135348047,-11.737381972316737
4331210673881993472,248.98830596004035,-11.723002562991523
4331223764941338752,248.84773653413924,-11.657129790747799
4331216991777108096,248.87824725828924,-11.703501335659436
4331210742599692032,248.96860822852014,-11.709579575237823
4331223971099769216,248.84121033364272,-11.658098923398292
4331222626774202880,248.91408482447346,-11.701204513375185
4331223554487212288,248.94870976713275,-11.630017855070228
4331223279611003264,248.97619117251082,-11.649900645722562
4331204970164443520,248.89936132032403,-11.726011256857035
4331223039092834432,248.91226681920372,-11.66100013497365
4331216785618668928,248.88684477908694,-11.712204450448159
4331210497786515072,248.95075063135894,-11.751323206693359
4331211047542362112,248.9913297134782,-11.711335084332346
4331210910103409024,248.95887177766824,-11.711553378264247
4331223902380115200,248.87146391860765,-11.648262339911641
4331223868019826432,248.89529136234367,-11.649882907542862
4331223146466302336,248.94979343460372,-11.67839302605802
4331210811319768320,248.94589059210665,-11.718899680967167
4331211154917349248,248.98776699695603,-11.693621544981287
4331222764213171328,248.9476895331778,-11.683117737721371
4331210742600487936,248.97819203494186,-11.708775242825237
4331204622271254272,248.93834196648234,-11.751452947173616
4331210910103409792,248.9433574141892,-11.709871347359767
4331210811320949760,248.9425396176577,-11.71879857417171
4331211047542363520,248.9850444584145,-11.710211042148474
4331210811319769344,248.93534228791088,-11.723092793829952
4331211154916547328,248.9945240935958,-11.69657770154687
4331210772664435328,248.92446722834114,-11.734761124042357
4331222768509900672,248.93641309959227,-11.687990659942077
4331204901444965120,248.9121207122707,-11.740214532451779
4331211356781789824,248.98974830356565,-11.685239551133575
4331222592414453248,248.90374571873667,-11.711861333700872
4331211081903883008,248.99770573593628,-11.698368005083035
4331223352624764800,248.95176505754227,-11.642813096624012
4331210910103411072,248.95673466611603,-11.709583440198983
4331216716899190400,248.8911566049114,-11.714676242685549
4331216785618665856,248.88791733992815,-11.715605570243753
4331211326716042240,248.96491801763224,-11.692256663884454
4331216957417357312,248.85890360722837,-11.715321778762066
4331223490064405376,248.91822758395955,-11.646086886141859
4331223554487207936,248.95220047491944,-11.63523569440532
4331216785618673024,248.89014500427984,-11.708453852411093
4331210669585236736,248.9800702378241,-11.714700176963479
4331223932444331392,248.88909378940355,-11.633190187793685
4331204867085225600,248.90585427696945,-11.755962934459358
4331223520127467648,248.9256114122019,-11.635988397373897
4331216957417363968,248.85563677070382,-11.70890774826213
4331210600865742464,248.9486412124058,-11.73581354121345
4331222867292384640,248.8854070532863,-11.684353418635
4331210875743668864,248.9233097613267,-11.712824209993716
4331222661133934464,248.89659170464455,-11.707715541350419
4331223382688515584,248.9669028801039,-11.63468750794351
4331211150621603072,248.99306033745918,-11.68300664170428
4331204862789425152,248.9081238008921,-11.74932222192143
4331216785618669696,248.88156904858428,-11.711131031655963
4331210570801794432,248.9368636771012,-11.74367662543179
4331209776232017024,248.97314133311187,-11.74299453218442
4331210532146261760,248.95933010757068,-11.741579260888471
4331209917966562688,248.99304675508202,-11.727093763440603
4331223073450844672,248.89490860019075,-11.656778027387821
4331223279609274752,248.96883755592452,-11.657004884551046
4331210532146258176,248.9609544408185,-11.746124864807022
4331223073450847744,248.89586893485694,-11.65438818209088
4331223829365092096,248.88686876919158,-11.652869984616899
4331223112106405888,248.91425488564903,-11.654145242352364
4331223107810585216,248.9055337015966,-11.655226517039095
4331223176530061696,248.9638398502486,-11.656502175050422
4331223829365094016,248.8790965760417,-11.652478956032818
4331223795005355520,248.85264988682064,-11.652637542405357
4331223795005355904,248.85608093428968,-11.652125929603528
4331223107810587520,248.8985275366859,-11.653244366818173
4331209810591746048,248.99441726255287,-11.753274068862877
4331210497788325376,248.95108504430027,-11.746284002581518
4331209879311234304,248.97955257077507,-11.739410949333708
4331223043386077184,248.9191239299084,-11.667137368038972
4331210738309280128,248.97350496587717,-11.718296418344066
4331210841385708800,248.9136536922688,-11.715483318299974
4331216819978390784,248.8454983641828,-11.731100837892765
4331223283905267584,248.96822883855376,-11.657287835994106
4331211562938493184,248.98899384979856,-11.656370303649448
4331223313969020032,248.982456034069,-11.652099989249843
4331209780527910784,248.96912482174577,-11.742943655677397
4331223417048234624,248.92340573440035,-11.651801383140626
4331223795005356800,248.8663564961823,-11.651461214968508
4331210600865746048,248.9448702290115,-11.733008032790654
4331223009026340992,248.91088152957198,-11.668581429123364
4331210772664436992,248.92953112295257,-11.733043827937061
4331222832932665856,248.92504277876617,-11.665926995395964
4331209814887339520,248.99866516221346,-11.751044762324039
4331223210889790592,248.94705034598516,-11.66359254806704
4331210600865744128,248.95525574037862,-11.733775652028257
4331204656630991360,248.92084611339155,-11.752664470470664
4331223726285865344,248.87213293275119,-11.664781465491597
4331223726285868800,248.87303491809217,-11.661524967027518
4331223039091101056,248.9157597144202,-11.661434240334282
4331222970371610240,248.88052535179943,-11.674340928085089
4331210600865750272,248.94495864679385,-11.726463054218208
4331223210889791488,248.93307576171523,-11.662777289309766
4331222798572905600,248.9151728312089,-11.687281247043204
4331223760645608960,248.8549933607737,-11.659007456844114
4331223417048225152,248.93154985265107,-11.65973695416853
4331223142170299776,248.954061428197,-11.676491879941873
4331216686834452224,248.89124917020325,-11.727108583957758
4331223210889794432,248.94568194818302,-11.660106519643515
4331223726285869568,248.8784697659642,-11.660513877453747
4331222764213178240,248.94114479764454,-11.676514230499597
4331223039091102080,248.91331236478626,-11.661238076094374
4331210742600715904,248.97646949744114,-11.709540246002481
4331216682539436800,248.88138424047398,-11.73201943296977
4331209810591750528,248.99208557409253,-11.749027425206696
